Id,Start time,Completion time,Email,Name,Interviewer Name,How did you get to this Nonna's today?,"        Just before coming here, where were you?",        Please select the area for your movie/ recreation?,        Please select the area of your shopping?,        Please select your area of work?,        Please select the area your college is located in?,Please select the area you're coming from?,Please specify where in Deccan?,Please specify where in Erandawne?,Please specify where in Kothrud?,Please specify where in Shivajinagar?,Please specify where in Old City?,"After leaving Nonna's today, where are you headed next?",Please select where are you going to?,        Please select the area you're going to for movies/ fun,        Please select the area you're going to for shopping,        Please select the area you're going to for work,        Please select your college area,Please select area in Deccan?,Please select area in Erandawne?,Please select area in Kothrud?,Please select area in Shivajinagar?,Please select area in Old City?,How many people are you here with?,When did you make a decision to eat at Nonna's?,Is it your first time visiting SiNonna's?,How did you discover Nonna's during your first visit?            ,How often do you visit Nonna's in particular?,What was the occasion of your eat out today?,What made you choose Nonna's for eating out?,How many times do you order Nonna's from Swiggy/ Zomato,How did you discover this Nonna's today?,What was the occasion for your visit to Nonna's today?,What brought you to Nonna's today?,How often do you eat out or order food from a restaurant?,How often do you eat out at a Premium/ Fine Dine Restaurant            ,Which of the following best depicts your age?,Gender,Marital Status,Occupation,What vehicle do you or your family own?,Where do you reside currently?,Would you visit Nonna's again in future?
476,7/4/2025 22:30,7/4/2025 22:36,anonymous,,Kd,Own Vehicle,Visiting Friends/ Relatives,,,,,Deccan,Prabhat Road / Bhandarkar Road,,,,,To Home,Deccan,,,,,Apte Road / JM Road,,,,,2,0-30 minutes ago,First time,,,,,,A friend told me,"Special Celebration (Birthday, Anniversary, etc.)",I wanted to try Sourdough Pizza ,2-3 times per month,1 time per week,24-34,Female,Unmarried/ Single,Salaried Professional,We own a 2-wheeler,2BHK,Yes
477,7/5/2025 13:32,7/5/2025 13:36,anonymous,,KKs,Own Vehicle,At Home,,,,,Bibwewadi ,,,,,,To College,,,,,Fergusson / BMCC,,,,,,2,Planned long back ,I come here often,Social Media Ad (Instagram/ Facebook),Once every 6 months,"Special Celebration (Birthday, Anniversary)",I wanted to try Sourdough Pizza,Never ordered online,,,,Once a week,1 time per month,18-24,Male,Unmarried/ Single,Student,We own both,Bungalow ,Yes
478,7/4/2025 22:37,7/5/2025 13:39,anonymous,,Kd,Walking,Shopping,,FC Road,,,,,,,,,Shopping,,,FC Road,,,,,,,,1,Planned long back ,First time,,,,,,Social Media Ad (Instagram/ Facebook),Date,I wanted to try Sourdough Pizza ,Almost Everyday,1 time per week,18-24,Prefer not to say,Unmarried/ Single,Student,We own a car,2BHK,Yes
479,7/5/2025 13:40,7/5/2025 13:50,anonymous,,Ks,Auto/ Cab,Came from Work/ Office,,,ICC/ Senapati Bapat Road,,,,,,,,To Home,kothrud,,,,,,,,,,1,0-30 minutes ago,I come here often,Walk-in/ Saw it while passing by,Once a month,Casual Meal,Pizza with Drinks sounded like a good combo,Never ordered online,,,,Once a week,1 time per month,24-34,Female,Unmarried/ Single,Salaried Professional,None,2BHK,Yes
480,7/5/2025 13:37,7/5/2025 14:07,anonymous,,Kd,Own Vehicle,At Home,,,,,Deccan,,,,,,To visit Friends/ Relatives,Old City,,,,,,,,,,1,0-30 minutes ago,I come here often,Walk-in/ Saw it while passing by,Once a quarter,Casual Meal,I wanted to try Sourdough Pizza,Never ordered online,,,,2-3 times per month,1 time per month,24-34,Male,Married but no kids,Entrepreneur/ Business Owner,We own both,2BHK,Yes
481,7/5/2025 14:07,7/5/2025 14:09,anonymous,,Ks,Own Vehicle,Watching a movie/ Out for fun,R Deccan,,,,,,,,,,To Home,Deccan,,,,,,,,,,1,0-30 minutes ago,I come here often,Walk-in/ Saw it while passing by,Once a quarter,Casual Meal,Nonna's famous Tiramisu ,Never ordered online,,,,2-3 times per month,1 time per week,24-34,Male,Married but no kids,Salaried Professional,We own a 2-wheeler,1 BHK,Yes
482,7/5/2025 13:50,7/5/2025 14:16,anonymous,,Kd,Own Vehicle,At Home,,,,,Hinjewadi,,,,,,To watch Movie/ Out for fun,,Near me area,,,,,,,,,4,Planned yesterday,First time,,,,,,Social Media Ad (Instagram/ Facebook),Casual Meal,I wanted to try Sourdough Pizza ,2-3 times per month,1 time per month,35-44,Male,Married with youngest kid (Below 12),Salaried Professional,We own a car,2BHK,Yes
483,7/5/2025 14:09,7/5/2025 14:17,anonymous,,Ks,Own Vehicle,At Home,,,,,Parvatin,,,,,,Shopping,,,FC Road,,,,,,,,3,Planned yesterday,First time,,,,,,A friend told me,Family Outing,I wanted to try Sourdough Pizza ,1 time per month,1 time per week,18-24,Female,Unmarried/ Single,Student,We own a car,2BHK,Yes
484,7/5/2025 14:17,7/5/2025 14:21,anonymous,,Kd,Auto/ Cab,At Home,,,,,Old City,,,,,Sinhagad Road,Shopping,,,FC Road,,,,,,,,5 or more,Planned yesterday,First time,,,,,,A friend told me,Hangout with friends,I wanted to try Sourdough Pizza ,1 time per month,1 time per month,18-24,Female,Unmarried/ Single,Salaried Professional,We own a car,1 BHK,Yes
485,7/5/2025 14:18,7/5/2025 14:22,anonymous,,Ks,Own Vehicle,Shopping,,Lakshmi road ,,,,,,,,,To Home,kothrud,,,,,,,Kothrud,,,3,Planned yesterday,I come here often,Friend ,Once a quarter,Family Outing,Panuozzo,Never ordered online,,,,2-3 times a week,1 time per week,35-44,Male,Married with youngest kid (Below 12),Salaried Professional,We own both,Don't want to disclose ,Yes
486,7/5/2025 14:26,7/5/2025 14:28,anonymous,,Kd,Own Vehicle,At College,,,,Fergusson / BMCC,,,,,,,To Home,Deccan,,,,,,,,,,3,0-30 minutes ago,I come here often,Word of Mouth/ Recommendation,Once a month,Casual Meal,Nonna's famous Tiramisu ,Never ordered online,,,,2-3 times a week,1 time per month,18-24,Male,Unmarried/ Single,Student,We own both,2BHK,Yes
487,7/5/2025 14:22,7/5/2025 14:37,anonymous,,Kd,Own Vehicle,Watching a movie/ Out for fun,Pavillion Mall,,,,,,,,,,To Home,Kln and pcmc,,,,,,,,,,2,Planned yesterday,First time,,,,,,A friend told me,Date,I wanted to try Sourdough Pizza ,2-3 times a week,1 time per week,18-24,Female,Unmarried/ Single,Student,We own both,4.5 bhk,Yes
488,7/5/2025 14:38,7/5/2025 14:51,anonymous,,Ks,Auto/ Cab,At Home,,,,,Shivajinagar,,,,Senapati Bapat Road,,Shopping,,,Pavillion Mall,,,,,,,,5 or more,Planned yesterday,First time,,,,,,Social Media Ad (Instagram/ Facebook),Casual Meal,Pizza with Drinks sounded like a good option,2-3 times per month,2-3 times per month,18-24,Female,,Student,,,Yes
489,7/5/2025 14:28,7/5/2025 14:51,anonymous,,Ks,Own Vehicle,Watching a movie/ Out for fun,Pavillion Mall,,,,,,,,,,To Home,kothrud,,,,,,,Mayur Colony / Ideal Colony,,,3,0-30 minutes ago,First time,,,,,,Due to sourdough base,Casual Meal,I wanted to try Sourdough Pizza ,2-3 times per month,2-3 times per month,24-34,Female,Married but no kids,Entrepreneur/ Business Owner,We own a car,2BHK,Yes
490,7/5/2025 14:53,7/5/2025 14:56,anonymous,,Kd,Metro/ Train,At Home,,,,,Pcmc,,,,,,Shopping,,,Baner,,,,,,,,1,Planned yesterday,I come here often,Word of Mouth/ Recommendation,Once a quarter,Hangout with Friends,I wanted to try Sourdough Pizza,Never ordered online,,,,Once every 2-3 months,1 time per month,24-34,Female,Unmarried/ Single,Salaried Professional,We own a car,2BHK,Yes
491,7/5/2025 14:52,7/5/2025 14:56,anonymous,,Ks,Own Vehicle,Shopping,,FC Road,,,,,,,,,To Home,Sinhgad Road ,,,,,,,,,,3,0-30 minutes ago,I come here often,Social Media Ad (Instagram/ Facebook),Once a quarter,Family Outing,I wanted to try Sourdough Pizza,Never ordered online,,,,Once a week,Once every 2-3 months,45-54,Male,Married with youngest kid (Above 12),Freelancer,We own both,2BHK,Yes
492,7/5/2025 14:57,7/5/2025 15:01,anonymous,,Ks,Auto/ Cab,At Home,,,,,Kothrud,,,MIT College / Anand Nagar,,,Shopping,,,Pavillion Mall,,,,,,,,1,Planned long back ,First time,,,,,,A friend told me,Hangout with friends,I wanted to try Sourdough Pizza ,2-3 times a week,2-3 times a week,18-24,Female,Unmarried/ Single,Student,We own both,2BHK,Yes
493,7/5/2025 14:56,7/5/2025 15:04,anonymous,,Kd,Own Vehicle,Watching a movie/ Out for fun,E square ,,,,,,,,,,To Home,Bibwewadi ,,,,,,,,,,1,Planned yesterday,First time,,,,,,Social Media Ad (Instagram/ Facebook),Casual Meal,I wanted to try Sourdough Pizza ,2-3 times per month,2-3 times per month,24-34,Female,Married with youngest kid (Below 12),Salaried Professional,We own a car,2BHK,Yes
494,7/5/2025 15:01,7/5/2025 15:07,anonymous,,Kd,Metro/ Train,Shopping,,FC Road,,,,,,,,,Shopping,,,FC Road,,,,,,,,4,0-30 minutes ago,First time,,,,,,A friend told me,Casual Meal,I wanted to try Sourdough Pizza ,2-3 times per month,2-3 times per month,18-24,Male,Unmarried/ Single,Student,We own both,3 BHK,Yes
495,7/5/2025 15:07,7/5/2025 15:12,anonymous,,Kd,Auto/ Cab,At Home,,,,,Kothrud,,,MIT College / Anand Nagar,,,To Home,kothrud,,,,,,,MT College / Anand Nagar,,,5 or more,Planned yesterday,I come here often,Walk-in/ Saw it while passing by,Once a quarter,Hangout with Friends,I wanted to try Sourdough Pizza,Never ordered online,,,,Once every 2-3 months,Once every 2-3 months,24-34,Female,Married but no kids,Entrepreneur/ Business Owner,We own both,2BHK,Yes
496,7/5/2025 15:05,7/5/2025 15:17,anonymous,,Ks,Auto/ Cab,At Home,,,,,Sinhagad ,,,,,,To Home,Old City,,,,,,,,,,2,1-3 hours ago,I come here often,Social Media Ad (Instagram/ Facebook),Once every 6 months,Hangout with Friends,I wanted to try Sourdough Pizza,Never ordered online,,,,Almost Everyday,1 time per month,18-24,Female,Unmarried/ Single,Salaried Professional,None,Other,No
497,7/5/2025 15:12,7/5/2025 15:18,anonymous,,Kd,Own Vehicle,Came from Work/ Office,,,Deccan,,,,,,,,Shopping,,,FC Road,,,,,,,,2,0-30 minutes ago,First time,,,,,,I was walking by and came in,Family Outing,I wanted to try Sourdough Pizza ,2-3 times per month,2-3 times per month,24-34,Female,Married but no kids,Salaried Professional,We own both,2BHK,Yes
498,7/5/2025 15:23,7/5/2025 15:29,anonymous,,Kd,Auto/ Cab,At College,,,,Symbiosis law school,,,,,,,To watch Movie/ Out for fun,,Pavillion Mall,,,,,,,,,1,Planned long back ,First time,,,,,,Social Media Ad (Instagram/ Facebook),Date,I wanted to try Sourdough Pizza ,2-3 times a week,2-3 times per month,Below 18,Male,Unmarried/ Single,Student,We own both,1 BHK,Yes
499,7/5/2025 15:18,7/5/2025 15:33,anonymous,,Kd,Own Vehicle,At Home,,,,,Mumbai,,,,,,To Home,Mumbai,,,,,,,,,,1,1-3 hours ago,I come here often,Word of Mouth/ Recommendation,Once a quarter,"Special Celebration (Birthday, Anniversary)",Pizza with Drinks sounded like a good combo,Never ordered online,,,,2-3 times a week,2-3 times per month,24-34,Male,Unmarried/ Single,Salaried Professional,None,2BHK,Yes
500,7/5/2025 15:35,7/5/2025 15:39,anonymous,,Kd,Own Vehicle,At Home,,,,,Old City,,,,,Navi Peth,To watch Movie/ Out for fun,,Pavillion Mall,,,,,,,,,3,Planned long back ,First time,,,,,,A friend told me,Casual Meal,I wanted to try Sourdough Pizza ,1 time per month,1 time per month,35-44,Female,,Salaried Professional,We own a car,2BHK,Yes
501,7/5/2025 15:30,7/5/2025 15:47,anonymous,,Ks,Own Vehicle,At College,,,,Kothrud,,,,,,,To College,,,,,Kothrud ,,,,,,1,0-30 minutes ago,First time,,,,,,I was walking by and came in,Casual Meal,I wanted to try Sourdough Pizza ,2-3 times a week,2-3 times a week,18-24,Male,Unmarried/ Single,Student,We own a 2-wheeler,1 BHK,No
502,7/5/2025 15:39,7/5/2025 16:01,anonymous,,Kd,Auto/ Cab,At Home,,,,,Old City,,,,,Rasta peth ,To visit Friends/ Relatives,.,,,,,,,,,,1,Planned long back ,I come here often,Word of Mouth/ Recommendation,Once a quarter,Casual Meal,I wanted to try Sourdough Pizza,Never ordered online,,,,Once a week,2-3 times a week,24-34,Female,Unmarried/ Single,Student,None,.,Yes
503,7/5/2025 16:04,7/5/2025 16:06,anonymous,,Kd,Own Vehicle,At Home,,,,,Kothrud,,,MIT College / Anand Nagar,,,To watch Movie/ Out for fun,,Pavillion Mall,,,,,,,,,2,0-30 minutes ago,First time,,,,,,A friend told me,Casual Meal,I wanted to try Sourdough Pizza ,2-3 times a week,1 time per week,18-24,Male,Unmarried/ Single,Student,We own both,2BHK,Yes
504,7/5/2025 15:48,7/5/2025 17:18,anonymous,,Ks,Own Vehicle,At Home,,,,,Kothrud,,,MIT College / Anand Nagar,,,To visit Friends/ Relatives,kothrud,,,,,,,MT College / Anand Nagar,,,3,Planned yesterday,First time,,,,,,A friend told me,"Special Celebration (Birthday, Anniversary, etc.)",I wanted to try Sourdough Pizza ,1 time per month,Once every 2-3 months,55+,Prefer not to say,Married with youngest kid (Below 12),Salaried Professional,None,2BHK,Yes
505,7/5/2025 17:21,7/5/2025 17:23,anonymous,,Kd,Own Vehicle,Visiting Friends/ Relatives,,,,,Shivajinagar,,,,Senapati Bapat Road,Sadashiv Peth,To Work/ Office,,,,ICC / Senapati Bapat Road,,,,,,,2,Planned yesterday,First time,,,,,,A friend told me,Casual Meal,I wanted to try Sourdough Pizza ,2-3 times per month,Once every 2-3 months,18-24,Male,Unmarried/ Single,Student,We own a 2-wheeler,1 BHK,Yes
506,7/5/2025 18:28,7/5/2025 18:32,anonymous,,Ks,Own Vehicle,Came from Work/ Office,,,ICC/ Senapati Bapat Road,,,,,,,,To Home,Deccan,,,,,,,,,,1,0-30 minutes ago,I come here often,Word of Mouth/ Recommendation,Once a quarter,Casual Meal,Nonna's famous Tiramisu ,Never ordered online,,,,Once a week,1 time per month,24-34,Male,Unmarried/ Single,Entrepreneur/ Business Owner,We own both,2BHK,Yes
507,7/5/2025 18:43,7/5/2025 18:45,anonymous,,Ks,Own Vehicle,Shopping,,FC Road,,,,,,,,,To Home,Sadashiv peth,,,,,,,,,,1,0-30 minutes ago,First time,,,,,,I was walking by and came in,Casual Meal,I wanted to try Sourdough Pizza ,2-3 times per month,1 time per month,18-24,Female,Unmarried/ Single,Salaried Professional,We own a 2-wheeler,2BHK,Yes
508,7/5/2025 18:46,7/5/2025 18:57,anonymous,,Ks,Auto/ Cab,Shopping,,FC Road,,,,,,,,,To College,,,,,Siom,,,,,,2,Planned yesterday,First time,,,,,,Social Media Ad (Instagram/ Facebook),Casual Meal,I wanted to try Sourdough Pizza ,Once a week,Once every 2-3 months,18-24,Female,Unmarried/ Single,Student,We own both,3 BHK,Yes
509,7/5/2025 18:46,7/5/2025 19:04,anonymous,,Kd,Auto/ Cab,Watching a movie/ Out for fun,Zoological park,,,,,,,,,,To a different city ,,,,,,,,,,,1,Planned long back ,I come here often,Just searched for a pizza option on Google and saw a sourdough pizza outlet so came here that day,Once a quarter,Date,I wanted to try Sourdough Pizza,Once a quarter,,,,1 time per month,1 time per month,24-34,Male,Married but no kids,Entrepreneur/ Business Owner,We own both,2BHK,Yes
510,7/5/2025 19:04,7/5/2025 19:21,anonymous,,Kd,Own Vehicle,Came from Work/ Office,,,Shivajinagar,,,,,,,,To Home,kothrud,,,,,,,,,,1,0-30 minutes ago,I come here often,Food Blogger/ Influencer,Once a month,Date,Pizza with Drinks sounded like a good combo,Once a month,,,,Almost Everyday,2-3 times per month,18-24,Male,Married but no kids,Entrepreneur/ Business Owner,,,Yes
511,7/5/2025 19:00,7/5/2025 19:32,anonymous,,Ks,Own Vehicle,Came from Work/ Office,,,Dighi ,,,,,,,,To watch Movie/ Out for fun,,Pavillion Mall,,,,,,,,,1,Planned yesterday,First time,,,,,,A friend told me,"Special Celebration (Birthday, Anniversary, etc.)",I wanted to try Sourdough Pizza ,2-3 times a week,1 time per month,24-34,Female,Unmarried/ Single,Salaried Professional,We own a 2-wheeler,1 BHK,Yes
512,7/5/2025 19:29,7/5/2025 19:36,anonymous,,Kd,Own Vehicle,Visiting Friends/ Relatives,,,,,Deccan,,,,,,To Home,Shivajinagar,,,,,,,,,,1,0-30 minutes ago,I come here often,Walk-in/ Saw it while passing by,Once a quarter,Casual Meal,I wanted to try Sourdough Pizza,Never ordered online,,,,2-3 times per month,1 time per month,18-24,Female,Unmarried/ Single,Student,We own both,2BHK,Yes
513,7/5/2025 19:32,7/5/2025 19:36,anonymous,,Ks,Own Vehicle,At Home,,,,,pcmc,,,,,,To watch Movie/ Out for fun,,Vimannagar,,,,,,,,,3,0-30 minutes ago,I come here often,Social Media Ad (Instagram/ Facebook),Once a quarter,"Special Celebration (Birthday, Anniversary)",Nonna's famous Tiramisu ,Never ordered online,,,,2-3 times a week,1 time per month,18-24,Female,Unmarried/ Single,Salaried Professional,We own both,,Yes
514,7/5/2025 19:36,7/5/2025 19:42,anonymous,,Ks,Own Vehicle,At Home,,,,,Kothrud,,,MIT College / Anand Nagar,,,To Home,kothrud,,,,,,,MT College / Anand Nagar,,,1,1-3 hours ago,First time,,,,,,Social Media Ad (Instagram/ Facebook),Casual Meal,I wanted to try Sourdough Pizza ,1 time per month,1 time per month,35-44,Male,Married but no kids,Salaried Professional,We own a car,,No
515,7/5/2025 19:37,7/5/2025 19:43,anonymous,,Kd,Own Vehicle,At Home,,,,,Kothrud,,,Mahatma society ,,,To visit Friends/ Relatives,Shivajinagar,,,,,,,,,,2,1-3 hours ago,I come here often,I visit here often in Bangalore ,Once a quarter,Hangout with Friends,Pizza with Drinks sounded like a good combo,Never ordered online,,,,2-3 times a week,2-3 times a week,18-24,Male,Unmarried/ Single,Salaried Professional,,,Yes
516,7/5/2025 20:17,7/5/2025 20:21,anonymous,,Kd,Own Vehicle,At Home,,,,,Erandawne,,Deenanath Mangeshkar Hospital / Patwardhan Bag,,,,Huber and holly,,,,,,,,,,,3,Planned long back ,I come here often,Social Media Ad (Instagram/ Facebook),Once a month,Hangout with Friends,I wanted to try Sourdough Pizza,Never ordered online,,,,2-3 times per month,1 time per month,18-24,Female,Unmarried/ Single,Salaried Professional,We own a car,3 BHK,Yes
517,7/5/2025 19:49,7/5/2025 20:22,anonymous,,Ks,Own Vehicle,Watching a movie/ Out for fun,Kondhwa,,,,,,,,,,Kondhwa,,,,,,,,,,,1,0-30 minutes ago,First time,,,,,,I was walking by and came in,Family Outing,I wanted to try Sourdough Pizza ,Once every 2-3 months,Once every 2-3 months,35-44,Prefer not to say,Married with youngest kid (Below 12),Homemaker,We own both,3 BHK,Yes
518,7/5/2025 20:22,7/5/2025 20:24,anonymous,,Kd,Own Vehicle,Swimming,,,,,,,,,,,To visit Friends/ Relatives,Deccan,,,,,Deccan,,,,,2,0-30 minutes ago,I come here often,Word of Mouth/ Recommendation,Once a quarter,Casual Meal,I wanted to try Sourdough Pizza,Never ordered online,,,,Once a week,2-3 times per month,24-34,Male,Unmarried/ Single,Salaried Professional,We own a car,3 BHK,Yes
519,7/5/2025 20:23,7/5/2025 20:25,anonymous,,Ks,Auto/ Cab,Shopping,,FC Road,,,,,,,,,To Home,Shivajinagar,,,,,,,,,,2,Planned yesterday,First time,,,,,,Social Media Ad (Instagram/ Facebook),Date,I wanted to try Sourdough Pizza ,2-3 times per month,Once every 2-3 months,18-24,Female,Unmarried/ Single,Salaried Professional,We own a car,2BHK,No
520,7/5/2025 20:25,7/5/2025 20:33,anonymous,,Ks,Auto/ Cab,At Home,,,,,Kothrud,,,Dahanukar Colony / Kothrud Bus Stand,,,To Home,kothrud,,,,,,,Dahanukar Colony / Kothrud Bus Stand,,,1,1-3 hours ago,I come here often,Reservation Apps - DineOut/ Zomato Gold,Once a quarter,Casual Meal,Pizza with Drinks sounded like a good combo,Once a quarter,,,,1 time per month,1 time per month,24-34,Male,Unmarried/ Single,Entrepreneur/ Business Owner,We own a 2-wheeler,2BHK,Yes
521,7/5/2025 20:25,7/5/2025 20:36,anonymous,,Kd,Own Vehicle,Visiting Friends/ Relatives,,,,,Old City,,,,,Sadashiv Peth,Shopping,,,FC Road,,,,,,,,1,Planned yesterday,First time,,,,,,Social Media Ad (Instagram/ Facebook),Hangout with friends,I wanted to try Sourdough Pizza ,Once a week,Once every 2-3 months,24-34,Female,,Salaried Professional,,,Yes
522,7/5/2025 20:38,7/5/2025 20:42,anonymous,,Kd,Own Vehicle,Watching a movie/ Out for fun,Aundh ,,,,,,,,,,To Home,Old City,,,,,,,,,,2,0-30 minutes ago,First time,,,,,,I was walking by and came in,Casual Meal,I wanted to try Sourdough Pizza ,1 time per month,1 time per week,24-34,Male,Married but no kids,Salaried Professional,We own a 2-wheeler,2BHK,Yes
523,7/5/2025 20:37,7/5/2025 20:48,anonymous,,Ks,Walking,Hostel,,,,,,,,,,,Hostel ,,,,,,,,,,,1,0-30 minutes ago,First time,,,,,,Google ,Casual Meal,I wanted to try Sourdough Pizza ,2-3 times a week,2-3 times per month,18-24,Female,Unmarried/ Single,Student,We own both,Hostel ,Yes
524,7/5/2025 20:48,7/5/2025 20:51,anonymous,,Ks,Own Vehicle,Watching a movie/ Out for fun,Pavillion Mall,,,,,,,,,,To Home,kothrud,,,,,,,Dahanukar Colony / Kothrud Bus Stand,,,2,Planned yesterday,First time,,,,,,A friend told me,Casual Meal,I wanted to try Sourdough Pizza ,2-3 times per month,1 time per month,18-24,Male,,Salaried Professional,,,Yes
525,7/5/2025 20:43,7/5/2025 20:54,anonymous,,Kd,Own Vehicle,Shopping,,FC Road,,,,,,,,,To Home,Deccan,,,,,Deccan,,,,,4,1-3 hours ago,I come here often,Social Media Ad (Instagram/ Facebook),Once every 6 months,Family Outing,I wanted to try Sourdough Pizza,Once every 6 months,,,,Once a week,1 time per month,35-44,Prefer not to say,Married with youngest kid (Below 12),Salaried Professional,We own a car,3 BHK,Yes
526,7/5/2025 20:55,7/5/2025 21:02,anonymous,,Kd,Own Vehicle,Dawholesum resto,,,,,,,,,,,To Home,Kondhwa,,,,,,,,,,3,0-30 minutes ago,I come here often,Word of Mouth/ Recommendation,Once a quarter,Hangout with Friends,Nonna's famous Tiramisu ,Never ordered online,,,,2-3 times a week,2-3 times per month,18-24,Female,Unmarried/ Single,Salaried Professional,We own both,3 BHK,Yes
527,7/5/2025 21:02,7/5/2025 21:10,anonymous,,Kd,Auto/ Cab,Visiting Friends/ Relatives,,,,,Kothrud,,,Mayur Colony / Ideal Colony,,,To visit Friends/ Relatives,Deccan,,,,,Prabhat Road/Bhandarkar Road,,,,,4,1-3 hours ago,I come here often,Social Media Ad (Instagram/ Facebook),Once a quarter,Casual Meal,Pizza with Drinks sounded like a good combo,Once a month,,,,2-3 times per month,Once every 2-3 months,35-44,Male,,Salaried Professional,,,Yes
528,7/5/2025 20:51,7/5/2025 21:12,anonymous,,Ks,Own Vehicle,At Home,,,,,Baner,,,,,,To visit Friends/ Relatives,Shivajinagar,,,,,,,,,,5 or more,Planned long back ,I come here often,Word of Mouth/ Recommendation,Once a quarter,"Special Celebration (Birthday, Anniversary)",I wanted to try Sourdough Pizza,Never ordered online,,,,2-3 times a week,1 time per week,45-54,Female,Married with youngest kid (Above 12),Salaried Professional,We own both,5bhk,Yes
529,7/5/2025 21:12,7/5/2025 21:23,anonymous,,Ks,Own Vehicle,At Home,,,,,Shivajinagar,,,,Senapati Bapat Road,,To Home,Shivajinagar,,,,,,,,,,2,Planned yesterday,First time,,,,,,I was walking by and came in,Casual Meal,Pizza with Drinks sounded like a good option,Once a week,1 time per month,24-34,Male,Married but no kids,Salaried Professional,,,Yes
530,7/5/2025 21:29,7/5/2025 21:38,anonymous,,Ks,Own Vehicle,Shopping,,FC Road,,,,,,,,,To Home,Old City,,,,,,,,,,1,0-30 minutes ago,First time,,,,,,I was walking by and came in,Casual Meal,I wanted to try Sourdough Pizza ,Once a week,1 time per week,24-34,Male,Married but no kids,Entrepreneur/ Business Owner,We own a 2-wheeler,1 BHK,Yes
